template_id,template_str,count,ops,num_examples,constants,sample_example
6b8adaf23e39,"LINEAR:divide(ARG1,CONST_100)|add(TEMP0,CONST_1)|subtract(CONST_1,TEMP0)|multiply(ARG0,TEMP1)|multiply(TEMP3,TEMP2)",1,,1,,mathqa_train_1505
6afeab82f0c0,"LINEAR:multiply(CONST_3,CONST_4)|add(TEMP0,CONST_4)|add(TEMP1,CONST_1)|add(TEMP2,TEMP0)|add(TEMP3,CONST_2)|subtract(TEMP4,TEMP2)|add(TEMP5,CONST_1)",1,,1,,mathqa_train_1503
cbf4f31be87b,"LINEAR:power(ARG0,CONST_2)|power(ARG1,CONST_2)|power(ARG2,CONST_2)|add(TEMP0,TEMP1)|add(TEMP3,TEMP2)|divide(ARG3,TEMP4)|sqrt(TEMP5)",1,,1,,mathqa_train_1502
27a0600465f1,"LINEAR:add(ARG1,CONST_1)|add(ARG2,TEMP0)|divide(ARG0,TEMP1)|add(TEMP2,TEMP2)|add(TEMP3,TEMP2)",1,,1,,mathqa_train_1496
658ac53c0778,"LINEAR:divide(ARG2,CONST_100)|divide(ARG1,CONST_100)|subtract(CONST_100,ARG2)|divide(TEMP2,CONST_100)|multiply(ARG0,TEMP0)|multiply(ARG0,TEMP1)|subtract(TEMP4,TEMP5)|divide(TEMP6,TEMP3)",1,,1,,mathqa_train_14800
5c59eac68377,"LINEAR:subtract(ARG0,CONST_2)|subtract(TEMP0,CONST_4)|subtract(TEMP1,CONST_1)",1,,1,,mathqa_train_14969
c45a23ec1807,"LINEAR:divide(CONST_1,ARG2)|divide(CONST_1,ARG0)|divide(CONST_1,ARG6)|divide(CONST_1,ARG8)|add(TEMP0,TEMP1)|add(TEMP4,TEMP2)|add(TEMP5,TEMP3)|divide(ARG0,TEMP6)",1,,1,,mathqa_train_14952
75c5b6a64b08,"LINEAR:add(CONST_10,CONST_2)|add(ARG1,ARG2)|add(ARG1,ARG4)|divide(TEMP0,CONST_10)|divide(ARG1,TEMP1)|divide(ARG1,TEMP2)|multiply(ARG0,TEMP4)|divide(TEMP6,TEMP5)|subtract(TEMP7,ARG0)|multiply(TEMP3,TEMP8)",1,,1,,mathqa_train_14939
ba0fda5a6bc8,"LINEAR:divide(ARG0,ARG1)|power(TEMP0,CONST_3)",1,,1,,mathqa_train_14933
b667e984b476,"LINEAR:add(ARG0,CONST_1)|multiply(ARG0,CONST_2)|add(TEMP1,CONST_1)|multiply(TEMP0,CONST_2)|multiply(TEMP2,TEMP3)|divide(TEMP4,CONST_3)",1,,1,,mathqa_train_14921
08e6d63118ab,"LINEAR:multiply(ARG0,CONST_100)|divide(TEMP0,ARG1)|divide(TEMP1,CONST_4)",1,,1,,mathqa_train_14911
93478d7158aa,"LINEAR:add(ARG0,ARG0)|add(CONST_3,CONST_3)|multiply(ARG0,ARG1)|add(TEMP0,TEMP1)|add(TEMP3,TEMP1)|multiply(TEMP4,CONST_2)|subtract(TEMP2,TEMP5)|divide(TEMP6,CONST_3)|subtract(TEMP6,TEMP7)|divide(TEMP8,CONST_4)",1,,1,,mathqa_train_14903
7c14e70c7315,"LINEAR:multiply(ARG1,ARG2)|multiply(ARG3,TEMP0)|divide(ARG0,TEMP1)",1,,1,,mathqa_train_14898
46e9256f7a48,"LINEAR:divide(ARG0,ARG1)|multiply(ARG0,TEMP0)",1,,1,,mathqa_train_14895
faec253a636b,"LINEAR:multiply(ARG1,CONST_2)|multiply(ARG1,CONST_3)|multiply(ARG1,CONST_4)|multiply(ARG0,ARG1)|add(ARG1,TEMP0)|add(TEMP4,TEMP1)|add(TEMP5,TEMP2)|add(TEMP6,TEMP3)|divide(TEMP7,ARG0)",1,,1,,mathqa_train_1462
cdc1ea1f8585,"LINEAR:subtract(ARG4,CONST_1)|subtract(ARG1,CONST_1)|multiply(TEMP0,TEMP0)|multiply(ARG1,TEMP1)|multiply(TEMP2,CONST_2)|divide(TEMP4,TEMP3)",1,,1,,mathqa_train_1458
2bb1a9356567,"LINEAR:subtract(ARG4,ARG3)|divide(TEMP0,ARG2)|multiply(ARG0,TEMP1)|multiply(ARG1,TEMP2)|divide(TEMP3,ARG4)",1,,1,,mathqa_train_1453
ad0d29c9f44a,"LINEAR:multiply(ARG0,ARG2)|add(ARG1,TEMP0)|divide(TEMP1,ARG2)|multiply(ARG3,TEMP2)|subtract(TEMP2,CONST_1)|divide(TEMP3,TEMP4)",1,,1,,mathqa_train_15088
6e1f627fe642,"LINEAR:add(ARG4,ARG5)|multiply(ARG2,CONST_2)|multiply(ARG3,ARG5)|add(ARG5,TEMP0)|add(ARG1,TEMP1)|subtract(TEMP4,TEMP2)|divide(ARG0,TEMP5)|multiply(TEMP3,TEMP6)",1,,1,,mathqa_train_15044
232b95d62823,"LINEAR:divide(ARG0,ARG1)|multiply(CONST_100,CONST_100)|multiply(TEMP0,TEMP1)|multiply(TEMP2,CONST_2)|sqrt(TEMP3)",1,,1,,mathqa_train_15042
1085d72c129a,"LINEAR:subtract(ARG1,CONST_4)|add(TEMP0,CONST_100)",1,,1,,mathqa_train_15028
f5634e9c2152,"LINEAR:divide(ARG0,CONST_3)|sqrt(TEMP0)|multiply(TEMP1,CONST_3)",1,,1,,mathqa_train_15022
898066875853,"LINEAR:add(CONST_2,ARG0)|multiply(TEMP0,CONST_3)|divide(CONST_1,TEMP1)|divide(TEMP2,CONST_2)|divide(ARG0,TEMP3)",1,,1,,mathqa_train_15017
3b6049d7fcb0,"LINEAR:subtract(ARG2,ARG3)|subtract(TEMP0,CONST_1)",1,,1,,mathqa_train_15012
8fa877557767,"LINEAR:add(CONST_3,CONST_4)|multiply(TEMP0,CONST_4)|divide(TEMP1,CONST_100)|divide(TEMP2,ARG0)|multiply(TEMP3,CONST_10)",1,,1,,mathqa_train_15008
1451511abfb1,"LINEAR:multiply(ARG2,CONST_1000)|multiply(TEMP0,CONST_1000)|add(ARG3,TEMP1)|reminder(TEMP2,CONST_60)|subtract(ARG1,TEMP3)|add(TEMP4,CONST_60)|divide(ARG0,TEMP5)",1,,1,,mathqa_train_15002
ba28f2624d9b,"LINEAR:multiply(ARG3,ARG4)|multiply(ARG0,ARG3)|divide(TEMP0,ARG2)|divide(TEMP1,ARG2)|subtract(TEMP2,ARG5)|subtract(TEMP3,ARG1)|divide(TEMP4,TEMP5)|multiply(ARG1,TEMP6)",1,,1,,mathqa_train_14999
e8096dd4e66e,"LINEAR:divide(CONST_1,CONST_3)|power(ARG1,TEMP0)|power(ARG3,TEMP0)|multiply(TEMP1,TEMP2)|add(TEMP3,TEMP1)|subtract(TEMP4,TEMP1)|add(TEMP1,TEMP5)|subtract(TEMP6,TEMP1)|divide(TEMP7,TEMP6)|multiply(TEMP8,CONST_100)",1,,1,,mathqa_train_14993
416bf1f65f54,"LINEAR:sqrt(ARG0)|multiply(TEMP0,CONST_2)|divide(TEMP1,CONST_3)|rectangle_area(ARG1,TEMP2)",1,,1,,mathqa_train_14987
a1cf4c648769,"LINEAR:subtract(CONST_100_0,ARG1)|subtract(TEMP0,ARG1)|divide(ARG2,TEMP1)|multiply(TEMP2,CONST_100)|add(TEMP3,ARG3)",1,,1,,mathqa_train_15164
2234c10f351a,"LINEAR:multiply(ARG2,ARG3)|multiply(ARG0,ARG1)|divide(TEMP0,TEMP1)|divide(TEMP2,CONST_10)",1,,1,,mathqa_train_15160
39ee9fb428d6,"LINEAR:add(ARG1,ARG1)|subtract(ARG0,CONST_2)|multiply(TEMP0,CONST_2)|subtract(TEMP2,TEMP0)|divide(TEMP3,TEMP1)|add(ARG1,TEMP4)|multiply(ARG0,TEMP4)|add(ARG1,TEMP6)|divide(TEMP7,TEMP5)",1,,1,,mathqa_train_15159
816d93ac972d,"LINEAR:multiply(ARG0,ARG1)|subtract(ARG2,ARG0)|divide(TEMP0,TEMP1)",1,,1,,mathqa_train_15154
5df83a441643,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG1,ARG3)|subtract(TEMP0,TEMP1)|divide(TEMP2,TEMP0)|multiply(TEMP3,CONST_100)",1,,1,,mathqa_train_15152
92b7e2c5ff4d,"LINEAR:add(ARG0,ARG1)|add(ARG2,ARG3)|divide(CONST_1,CONST_2)|divide(CONST_3,TEMP0)|divide(ARG3,TEMP1)|add(TEMP3,TEMP4)|multiply(TEMP5,TEMP2)",1,,1,,mathqa_train_15146
c4f78f14680c,"LINEAR:divide(ARG4,ARG2)|subtract(ARG4,CONST_1)|subtract(ARG2,CONST_1)|divide(TEMP1,TEMP2)|subtract(TEMP1,CONST_1)|subtract(TEMP2,CONST_1)|divide(TEMP4,TEMP5)|multiply(TEMP0,TEMP3)|multiply(TEMP6,TEMP7)",1,,1,,mathqa_train_15144
2b7eac615b8b,"LINEAR:lcm(ARG0,ARG3)|lcm(ARG4,TEMP0)|lcm(ARG5,TEMP1)|lcm(ARG6,TEMP2)|lcm(ARG7,TEMP3)|lcm(ARG8,TEMP4)|lcm(ARG9,TEMP5)|lcm(ARG11,TEMP6)|subtract(TEMP7,ARG1)|sqrt(TEMP8)",1,,1,,mathqa_train_15120
b8a27b602d34,"LINEAR:add(CONST_1,CONST_4)|inverse(CONST_3)|inverse(TEMP0)|multiply(ARG1,TEMP1)|multiply(ARG1,TEMP2)|add(TEMP3,TEMP4)|add(ARG0,TEMP5)",1,,1,,mathqa_train_15117
8785f1ecabf6,"LINEAR:multiply(ARG1,ARG3)|multiply(ARG1,ARG5)|subtract(TEMP0,TEMP1)|divide(TEMP2,TEMP2)|multiply(ARG3,TEMP3)",1,,1,,mathqa_train_15113
3d48ffdbea75,"LINEAR:divide(ARG2,ARG0)|subtract(ARG5,TEMP0)|divide(TEMP1,ARG1)|multiply(ARG4,TEMP2)|subtract(ARG5,TEMP3)|add(TEMP2,TEMP4)|divide(ARG6,TEMP5)",1,,1,,mathqa_train_15105
29c923c2899e,"LINEAR:divide(ARG0,ARG1)|multiply(ARG1,ARG1)|multiply(TEMP0,TEMP1)|divide(TEMP2,ARG2)|multiply(ARG0,TEMP3)",1,,1,,mathqa_train_1444
64b4d4c1baef,LINEAR:square_area(ARG0)|square_edge_by_area(TEMP0),1,,1,,mathqa_train_1436
2285fca39166,"LINEAR:divide(ARG4,ARG0)|divide(TEMP0,ARG1)|floor(TEMP1)",1,,1,,mathqa_train_1431
f1e492f93729,"LINEAR:sqrt(CONST_3)|divide(TEMP0,CONST_2)|multiply(ARG0,TEMP1)|multiply(TEMP2,CONST_2)",1,,1,,mathqa_train_1427
6feea5f78c23,"LINEAR:multiply(ARG0,CONST_2)|multiply(ARG1,CONST_4)|multiply(ARG2,CONST_4)|add(TEMP0,TEMP1)|add(TEMP3,TEMP2)|subtract(TEMP4,ARG3)|subtract(TEMP0,TEMP5)",1,,1,,mathqa_train_1411
aadb9a61fbd5,"LINEAR:divide(ARG5,CONST_100)|multiply(ARG3,ARG6)|subtract(ARG0,ARG6)|inverse(TEMP0)|subtract(TEMP3,CONST_1)|add(ARG1,TEMP4)|multiply(TEMP4,TEMP2)|subtract(TEMP6,TEMP1)|divide(TEMP7,TEMP5)|floor(TEMP8)",1,,1,,mathqa_train_1378
14665b9ea68c,"LINEAR:multiply(ARG1,CONST_3)|multiply(ARG0,ARG1)|multiply(TEMP0,CONST_100)|divide(TEMP2,ARG0)|multiply(TEMP3,TEMP1)|divide(TEMP4,CONST_100)",1,,1,,mathqa_train_15252
12c2e647f855,"LINEAR:divide(ARG0,CONST_3)|multiply(ARG1,TEMP0)|multiply(ARG2,TEMP0)|add(TEMP1,TEMP2)",1,,1,,mathqa_train_15239
858a2796c0de,"LINEAR:lcm(ARG0,CONST_1)|divide(TEMP0,CONST_10)|divide(TEMP1,CONST_2)",1,,1,,mathqa_train_15217
c538eb2e0b09,"LINEAR:multiply(ARG1,CONST_3)|multiply(TEMP0,CONST_2)|multiply(TEMP1,CONST_4)|add(ARG1,TEMP2)|add(ARG2,TEMP2)|subtract(TEMP3,TEMP4)|subtract(TEMP5,ARG0)",1,,1,,mathqa_train_15209
8438c0fc03fe,"LINEAR:multiply(ARG4,ARG5)|multiply(ARG0,ARG1)|multiply(ARG2,ARG3)|subtract(TEMP1,TEMP2)|subtract(TEMP0,TEMP3)",1,,1,,mathqa_train_15203
e51becac8df5,"LINEAR:divide(ARG0,ARG1)|divide(ARG1,ARG3)|subtract(CONST_1,TEMP0)|multiply(TEMP1,TEMP2)|add(TEMP0,TEMP3)|subtract(ARG0,TEMP4)",1,,1,,mathqa_train_15201
ee9581995e84,"LINEAR:divide(ARG4,ARG2)|divide(TEMP0,ARG2)|divide(TEMP1,CONST_10)",1,,1,,mathqa_train_15190
45b91e82b40e,"LINEAR:multiply(ARG0,ARG2)|divide(TEMP0,ARG1)|divide(TEMP1,CONST_10)",1,,1,,mathqa_train_15188
2f928ced7ebd,"LINEAR:multiply(ARG0,ARG2)|subtract(ARG0,ARG1)|subtract(TEMP0,ARG3)|divide(TEMP2,TEMP1)|subtract(ARG2,TEMP3)",1,,1,,mathqa_train_15395
d8c6bc7de211,"LINEAR:divide(ARG3,CONST_100)|divide(ARG0,CONST_100)|multiply(ARG0,TEMP0)|add(ARG0,TEMP2)|subtract(ARG5,TEMP3)|subtract(ARG0,TEMP4)|divide(TEMP5,TEMP1)",1,,1,,mathqa_train_15378
fcb26b76c137,"LINEAR:factorial(ARG1)|factorial(ARG0)|multiply(TEMP0,TEMP1)",1,,1,,mathqa_train_15369
5843891ba8d3,"LINEAR:divide(CONST_1,CONST_60)|divide(TEMP0,CONST_60)",1,,1,,mathqa_train_15365
431095487c6f,"LINEAR:add(ARG2,CONST_10)|multiply(ARG0,ARG3)|divide(TEMP0,TEMP1)",1,,1,,mathqa_train_15363
68c669413c5b,"LINEAR:add(ARG1,ARG2)|divide(ARG1,TEMP0)|divide(ARG2,TEMP0)|multiply(ARG0,TEMP1)|multiply(ARG0,TEMP2)|multiply(ARG3,TEMP4)|subtract(TEMP3,TEMP5)|divide(TEMP6,ARG3)",1,,1,,mathqa_train_15346
137a63104119,"LINEAR:add(ARG2,ARG3)|multiply(ARG0,ARG3)|add(ARG4,TEMP0)|subtract(TEMP1,TEMP2)|divide(TEMP3,ARG7)",1,,1,,mathqa_train_15343
2211725ebede,"LINEAR:multiply(ARG1,ARG2)|multiply(ARG3,TEMP0)|divide(TEMP1,ARG5)|divide(TEMP2,ARG0)|divide(ARG3,TEMP3)",1,,1,,mathqa_train_15342
ac252f678fbe,"LINEAR:multiply(ARG1,CONST_4)|multiply(ARG0,CONST_2)|divide(TEMP0,ARG4)|divide(TEMP2,ARG0)|multiply(TEMP3,CONST_2)|add(TEMP4,TEMP1)",1,,1,,mathqa_train_15336
729c4b9e2355,"LINEAR:multiply(CONST_10,CONST_2)|multiply(ARG0,TEMP0)|divide(TEMP1,CONST_100)|divide(TEMP1,TEMP2)",1,,1,,mathqa_train_15330
d4b5fd54ed07,"LINEAR:divide(ARG0,CONST_100)|divide(ARG2,TEMP0)|add(TEMP1,CONST_1000)",1,,1,,mathqa_train_15295
4b8bdf2db34e,"LINEAR:add(CONST_2,CONST_3)|multiply(CONST_2,CONST_4)|multiply(CONST_100,CONST_2)|multiply(TEMP0,CONST_2)|multiply(TEMP1,CONST_100)|multiply(TEMP0,CONST_100)|multiply(TEMP2,CONST_100)|multiply(TEMP3,CONST_100)|multiply(TEMP5,TEMP3)|multiply(TEMP3,TEMP7)|multiply(TEMP7,CONST_3)|multiply(TEMP7,CONST_2)|add(TEMP9,TEMP10)|add(TEMP6,TEMP11)|multiply(TEMP9,CONST_3)|add(TEMP12,TEMP4)|add(TEMP14,TEMP8)|add(TEMP13,TEMP5)|add(TEMP16,TEMP17)|divide(TEMP16,TEMP18)|multiply(TEMP15,TEMP19)|subtract(TEMP20,TEMP10)",1,,1,,mathqa_train_15292
2918b133f085,"LINEAR:multiply(ARG0,CONST_1)|subtract(TEMP0,CONST_1)|subtract(TEMP1,CONST_1)|subtract(TEMP2,CONST_1)|subtract(TEMP3,CONST_1)",1,,1,,mathqa_train_1331
d962a05244f7,"LINEAR:multiply(ARG0,ARG2)|subtract(CONST_100,CONST_1)|divide(TEMP0,TEMP1)",1,,1,,mathqa_train_1374
58736aea23c3,"LINEAR:subtract(ARG1,ARG2)|divide(TEMP0,CONST_2)",1,,1,,mathqa_train_1367
199fad8834f6,"LINEAR:multiply(ARG1,ARG3)|subtract(ARG3,CONST_10)|divide(TEMP0,CONST_2)|subtract(TEMP2,TEMP1)",1,,1,,mathqa_train_1361
4a22e10e4044,"LINEAR:divide(ARG0,ARG1)|divide(ARG7,ARG3)|divide(CONST_2_0,ARG2)|divide(ARG0,ARG5)|multiply(TEMP0,TEMP1)|multiply(TEMP2,TEMP3)|subtract(TEMP4,TEMP5)|divide(ARG8,TEMP6)|divide(TEMP7,ARG6)",1,,1,,mathqa_train_1360
c71815e42bea,"LINEAR:add(ARG0,ARG1)|divide(TEMP0,CONST_2)|multiply(ARG2,TEMP1)",1,,1,,mathqa_train_1357
08d35dff6cf8,"LINEAR:multiply(ARG9,ARG10)|add(ARG8,TEMP0)",1,,1,,mathqa_train_15487
cb24f29c5627,"LINEAR:add(ARG0,ARG1)|multiply(ARG2,CONST_3)|subtract(ARG0,ARG1)|divide(TEMP1,CONST_2)|divide(TEMP2,TEMP0)|divide(TEMP3,TEMP4)",1,,1,,mathqa_train_15456
182019f87d0d,"LINEAR:factorial(ARG0)|power(CONST_2,CONST_4_0)|multiply(TEMP0,TEMP1)",1,,1,,mathqa_train_15453
65e32574b7fa,"LINEAR:log(ARG5)|log(ARG0)|divide(TEMP0,TEMP1)",1,,1,,mathqa_train_15447
1d397e9de22c,"LINEAR:multiply(ARG1,ARG2)|multiply(ARG1,CONST_4)|multiply(ARG0,ARG2)|multiply(ARG1,CONST_2)|negate(TEMP0)|negate(TEMP2)|power(TEMP0,CONST_2)|multiply(TEMP1,TEMP5)|subtract(TEMP6,TEMP7)|sqrt(TEMP8)|add(TEMP4,TEMP9)|divide(TEMP10,TEMP3)",1,,1,,mathqa_train_15443
1202c7418827,"LINEAR:multiply(ARG0,CONST_2)|divide(CONST_1,TEMP0)",1,,1,,mathqa_train_15438
80a297ce9f59,"LINEAR:add(ARG1,CONST_1)|add(TEMP0,CONST_2)|add(TEMP0,TEMP1)|add(ARG0,TEMP1)|add(TEMP2,TEMP3)|add(TEMP3,CONST_2)|add(TEMP4,TEMP5)",1,,1,,mathqa_train_15425
c5c0055b5b5e,"LINEAR:multiply(ARG0,ARG0)|multiply(ARG2,ARG2)|multiply(ARG0,ARG4)|multiply(CONST_10,CONST_2)|multiply(CONST_100,CONST_3)|add(TEMP0,TEMP1)|add(TEMP3,TEMP4)|multiply(ARG2,TEMP2)|subtract(TEMP5,TEMP7)|subtract(TEMP8,TEMP6)",1,,1,,mathqa_train_15421
10e898701980,"LINEAR:multiply(ARG2,CONST_4_0)|subtract(TEMP0,ARG1)",1,,1,,mathqa_train_15419
fd8ca86c34a8,"LINEAR:add(ARG1,ARG2)|add(ARG4,TEMP0)|divide(CONST_3_0,TEMP1)|multiply(ARG0,TEMP2)",1,,1,,mathqa_train_15416
acc97cf11e80,"LINEAR:add(ARG0,ARG0)|add(CONST_2,CONST_4)|add(ARG1,ARG2)|add(TEMP0,CONST_4)|multiply(TEMP1,TEMP2)|multiply(ARG3,TEMP3)|add(TEMP5,TEMP4)|add(ARG3,TEMP6)",1,,1,,mathqa_train_15409
f22847476981,"LINEAR:divide(ARG3,ARG4)|divide(ARG1,ARG2)|multiply(TEMP1,TEMP0)|add(TEMP0,TEMP2)|add(TEMP3,CONST_1)|divide(ARG0,TEMP4)",1,,1,,mathqa_train_15400
65d7beb66051,"LINEAR:divide(ARG3,ARG4)|divide(ARG3,ARG0)|divide(ARG1,ARG0)|divide(TEMP0,TEMP1)|multiply(TEMP3,TEMP2)",1,,1,,mathqa_train_15565
3e160ba6fb12,"LINEAR:add(CONST_1,CONST_3)|multiply(ARG0,ARG1)|add(ARG2,TEMP1)|divide(TEMP2,TEMP0)|subtract(ARG0,TEMP3)|subtract(TEMP3,TEMP4)",1,,1,,mathqa_train_15554
8c468b224862,"LINEAR:power(ARG0,CONST_2)|subtract(TEMP0,CONST_1)|divide(TEMP1,TEMP0)",1,,1,,mathqa_train_15553
87a0442ecc39,"LINEAR:divide(ARG0,ARG2)|multiply(TEMP0,CONST_3)",1,,1,,mathqa_train_15532
6b76cd0f1331,"LINEAR:add(ARG1,ARG2)|subtract(ARG1,CONST_4)|subtract(CONST_100,TEMP0)|subtract(CONST_100,TEMP1)|divide(TEMP2,CONST_100)|multiply(TEMP4,TEMP3)",1,,1,,mathqa_train_15528
2408f363e512,"LINEAR:multiply(ARG2,ARG4)|multiply(ARG1,ARG2)|subtract(TEMP0,TEMP1)|multiply(ARG1,TEMP2)",1,,1,,mathqa_train_15521
0bf98d95e04b,"LINEAR:add(ARG1,CONST_1)|subtract(ARG1,CONST_1)|multiply(TEMP0,TEMP1)",1,,1,,mathqa_train_15509
aec9335203ec,"LINEAR:divide(ARG1,ARG2)|subtract(ARG1,TEMP0)|multiply(TEMP0,TEMP1)",1,,1,,mathqa_train_15497
a3b86d75cbf8,"LINEAR:power(ARG1,CONST_3)|divide(ARG0,TEMP0)",1,,1,,mathqa_train_15496
3eae30f82290,"LINEAR:add(ARG0,ARG1)|add(ARG1,TEMP0)|divide(ARG1,TEMP1)|multiply(ARG2,TEMP2)",1,,1,,mathqa_train_15492
4f826da440cf,"LINEAR:divide(ARG0,CONST_2)|subtract(TEMP0,CONST_10)|subtract(TEMP0,CONST_1)|multiply(TEMP1,CONST_10)|multiply(TEMP2,CONST_1)|subtract(TEMP3,TEMP4)",1,,1,,mathqa_train_15491
3589b5c14b58,"LINEAR:multiply(ARG1,ARG2)|divide(TEMP0,CONST_60)|multiply(ARG0,TEMP1)",1,,1,,mathqa_train_15490
84cb8ce54a4d,"LINEAR:divide(CONST_1,ARG1)|multiply(ARG2,TEMP0)|multiply(ARG3,TEMP1)|divide(TEMP2,ARG2)",1,,1,,mathqa_train_15647
cc532f4c029c,"LINEAR:divide(ARG2,CONST_100)|multiply(ARG0,CONST_100)|divide(TEMP1,ARG1)|multiply(TEMP2,TEMP0)|subtract(TEMP2,ARG0)|subtract(TEMP3,ARG0)|divide(TEMP5,TEMP4)|multiply(TEMP6,CONST_100)",1,,1,,mathqa_train_15641
f9c9ed3224ec,"LINEAR:multiply(ARG0,ARG1)|multiply(ARG2,CONST_3)|subtract(TEMP0,TEMP1)|divide(TEMP2,CONST_2)",1,,1,,mathqa_train_15637
b9872d1f9a6d,"LINEAR:subtract(ARG1,ARG2)|subtract(ARG2,ARG3)|divide(ARG0,TEMP0)|multiply(TEMP2,TEMP1)|multiply(TEMP3,CONST_10)",1,,1,,mathqa_train_15632
c3ba53b24081,"LINEAR:inverse(CONST_2)|multiply(ARG0,CONST_2)|power(ARG1,CONST_2)|divide(TEMP1,ARG1)|power(TEMP3,CONST_2)|add(TEMP4,TEMP2)|power(TEMP5,TEMP0)",1,,1,,mathqa_train_15617
63e9225e6e6e,"LINEAR:divide(CONST_180,CONST_10)|subtract(TEMP0,CONST_2)|add(TEMP1,CONST_10)|add(TEMP0,TEMP1)|multiply(TEMP2,TEMP3)|subtract(TEMP4,ARG0)",1,,1,,mathqa_train_15609
b2a200cb1058,"LINEAR:add(ARG1,ARG3)|divide(TEMP0,ARG3)",1,,1,,mathqa_train_15608
3d63462917c6,"LINEAR:multiply(ARG0,CONST_2)|multiply(ARG4,TEMP0)|multiply(TEMP1,TEMP0)|multiply(TEMP2,CONST_2)",1,,1,,mathqa_train_15604
8b2b4b4c0279,"LINEAR:divide(ARG3,CONST_1000)|divide(ARG1,TEMP0)|divide(ARG2,TEMP0)|divide(CONST_60,TEMP1)|divide(CONST_60,TEMP2)|multiply(TEMP3,TEMP4)",1,,1,,mathqa_train_15602
5f2bcf68e9a4,"LINEAR:divide(ARG1,CONST_100)|divide(CONST_3,CONST_2)|add(TEMP0,CONST_1)|power(TEMP2,TEMP1)|multiply(ARG0,TEMP3)|subtract(TEMP4,ARG0)",1,,1,,mathqa_train_15600
17e557998d53,"LINEAR:multiply(ARG1,CONST_4)|subtract(ARG0,TEMP0)|add(ARG2,TEMP1)",1,,1,,mathqa_train_15579
e865c5222d2a,"LINEAR:add(ARG0,ARG0)|add(TEMP0,CONST_1)|divide(TEMP1,CONST_2)",1,,1,,mathqa_train_15578
bdd3edd28588,"LINEAR:multiply(ARG2,ARG3)|multiply(ARG0,ARG0)|multiply(ARG4,ARG5)|divide(TEMP0,TEMP1)|divide(TEMP2,TEMP1)|add(TEMP3,TEMP4)",1,,1,,mathqa_train_15573
5f9b942f430b,"LINEAR:divide(ARG1,ARG2)|divide(ARG1,ARG6)|divide(ARG1,ARG4)|multiply(TEMP0,TEMP1)|multiply(TEMP2,TEMP1)|multiply(TEMP0,TEMP2)|subtract(ARG1,TEMP2)|subtract(ARG1,TEMP0)|multiply(TEMP3,TEMP6)|multiply(TEMP4,TEMP7)|multiply(TEMP1,TEMP5)|add(TEMP8,TEMP3)|add(TEMP11,TEMP9)|add(TEMP12,TEMP10)",1,,1,,mathqa_train_1306
7866ad1b174c,"LINEAR:divide(CONST_1,ARG0)|divide(CONST_1,ARG1)|add(TEMP0,TEMP1)|multiply(TEMP2,CONST_4)|subtract(CONST_1,TEMP3)|multiply(ARG1,TEMP4)",1,,1,,mathqa_train_1351
b947d8597310,"LINEAR:divide(ARG1,ARG1)|divide(TEMP0,CONST_2)",1,,1,,mathqa_train_1337
b8a824c2231f,"LINEAR:divide(CONST_1,CONST_10)|add(TEMP0,CONST_1)",1,,1,,mathqa_train_15753
24574d82b390,"LINEAR:add(ARG2,ARG3)|add(ARG4,TEMP0)|add(ARG0,TEMP1)|divide(TEMP2,ARG1)|subtract(TEMP3,ARG4)",1,,1,,mathqa_train_15747
e41bbadae7c0,"LINEAR:divide(ARG0,ARG0)|divide(ARG1,CONST_60)|divide(ARG2,CONST_100)|divide(TEMP0,TEMP1)|subtract(CONST_1,TEMP2)|multiply(TEMP3,TEMP4)",1,,1,,mathqa_train_15733
166f129215ee,"LINEAR:divide(ARG4,ARG0)|divide(ARG4,ARG1)|divide(ARG4,ARG2)|multiply(ARG3,ARG4)|add(TEMP0,TEMP1)|add(TEMP4,TEMP2)|divide(TEMP3,TEMP5)",1,,1,,mathqa_train_15731
243e899a5ac3,"LINEAR:add(ARG0,ARG1)|add(ARG3,TEMP0)|divide(ARG0,TEMP1)|multiply(ARG4,TEMP2)",1,,1,,mathqa_train_15708
beca46ae9e40,"LINEAR:divide(ARG0,ARG1)|divide(ARG2,ARG3)|add(TEMP0,TEMP1)|subtract(CONST_1,TEMP2)|inverse(TEMP3)|multiply(ARG4,TEMP4)",1,,1,,mathqa_train_15702
fc285a0bbf6a,"LINEAR:subtract(ARG2,ARG0)|subtract(ARG1,ARG0)|gcd(TEMP0,TEMP1)",1,,1,,mathqa_train_15699
276bcb1026ee,"LINEAR:add(ARG0,ARG1)|multiply(CONST_10,CONST_4)|add(TEMP1,CONST_10)|divide(ARG2,TEMP0)|add(ARG0,TEMP2)|add(TEMP4,CONST_4)|add(TEMP5,CONST_3)|add(TEMP6,TEMP3)",1,,1,,mathqa_train_15685
943a20931993,"LINEAR:reminder(ARG1,ARG0)|subtract(ARG0,TEMP0)",1,,1,,mathqa_train_15683
a36da2bfc919,"LINEAR:multiply(ARG3,ARG4)|multiply(ARG0,TEMP0)|multiply(ARG7,TEMP1)|divide(CONST_3600,TEMP2)|floor(TEMP3)",1,,1,,mathqa_train_15682
ed1a400b8829,"LINEAR:multiply(ARG0,CONST_2)|multiply(TEMP0,TEMP0)|divide(TEMP1,CONST_2)",1,,1,,mathqa_train_15679
